age,balance,housing,contact,duration,campaign,y
29,581,yes,cellular,192,2,no
36,1327,no,cellular,174,2,no
31,3242,no,unknown,292,2,no
59,3163,yes,unknown,240,2,no
50,32,no,cellular,282,2,no
47,310,yes,telephone,128,6,no
46,0,no,telephone,161,1,no
26,155,yes,cellular,291,1,no
31,11386,yes,cellular,356,1,no
30,1380,yes,unknown,294,2,no
47,2443,no,unknown,422,1,no
23,1129,yes,unknown,806,1,yes
44,4232,no,unknown,227,1,no
42,5564,no,cellular,560,2,no
32,-402,yes,cellular,135,1,no
28,1323,yes,unknown,361,1,no
57,1623,yes,cellular,246,1,no
38,1042,yes,cellular,419,2,no
22,2488,no,cellular,449,2,yes
54,865,yes,cellular,71,1,no
32,-1053,yes,cellular,357,3,no
32,1667,yes,cellular,164,2,no
59,975,yes,unknown,263,4,no
45,2571,no,unknown,146,2,no
53,732,no,cellular,759,2,yes
50,769,no,cellular,72,2,no
34,-136,yes,cellular,131,2,no
35,3636,no,cellular,808,2,yes
30,931,no,cellular,1183,1,no
62,565,no,cellular,123,3,no
40,271,yes,unknown,483,2,no
26,1153,no,cellular,238,3,no
34,-73,yes,cellular,90,1,no
50,558,no,cellular,464,1,yes
31,137,no,cellular,385,9,no
35,700,yes,unknown,240,2,no
55,-966,no,cellular,104,1,no
34,96,no,cellular,109,2,no
58,4007,no,cellular,598,4,no
50,567,yes,unknown,274,8,no
31,40,no,cellular,123,2,no
47,136,no,cellular,70,1,no
38,917,yes,unknown,260,1,no
46,593,yes,cellular,190,3,no
42,505,yes,unknown,521,2,no
34,2542,yes,cellular,228,1,no
37,5355,no,telephone,466,4,yes
38,807,no,cellular,74,2,no
59,9976,yes,unknown,57,2,no
32,0,no,cellular,119,3,no
55,540,no,cellular,124,2,no
35,280,yes,cellular,65,50,no
56,-59,no,cellular,127,6,no
27,-517,yes,cellular,172,3,no
42,2613,yes,cellular,174,6,no
42,-7,no,telephone,41,6,no
41,0,yes,unknown,232,3,no
53,-200,no,unknown,161,1,no
67,2301,no,cellular,124,1,no
53,104,no,unknown,701,1,yes
33,191,yes,unknown,162,2,no
31,694,yes,unknown,431,2,no
31,212,yes,cellular,191,3,no
30,1882,yes,cellular,249,5,no
48,131,yes,unknown,189,1,no
30,175,no,cellular,167,4,no
43,0,no,cellular,73,4,no
38,4425,yes,unknown,162,1,no
46,3533,yes,cellular,235,2,no
59,3573,no,cellular,44,1,no
44,476,yes,unknown,127,2,no
35,1257,yes,cellular,93,3,no
55,23,no,cellular,143,1,no
39,0,yes,cellular,81,2,no
36,398,yes,unknown,77,2,no
33,745,yes,unknown,115,4,no
48,8106,no,unknown,125,1,no
33,0,no,cellular,53,4,no
67,696,no,telephone,77,2,no
48,1266,yes,telephone,45,1,no
57,2416,no,cellular,74,2,no
31,25,no,cellular,169,5,no
30,7513,no,cellular,269,2,no
56,29,no,cellular,52,2,no
26,5116,yes,cellular,246,3,no
44,-1746,yes,unknown,218,1,no
44,14,no,cellular,167,1,yes
31,4148,yes,cellular,316,3,yes
47,14,yes,cellular,142,1,no
30,105,yes,cellular,75,1,no
37,767,no,cellular,204,1,no
56,0,no,cellular,542,1,no
43,-228,yes,unknown,122,2,no
42,508,yes,unknown,70,1,no
60,725,yes,cellular,266,1,no
34,41,yes,cellular,34,9,no
34,184,no,cellular,203,4,no
41,251,no,unknown,85,3,no
38,-17,no,cellular,11,4,no
23,-19,yes,unknown,13,10,no
33,1064,yes,cellular,562,1,yes
36,777,yes,cellular,185,3,no
49,377,no,cellular,158,1,no
34,479,yes,cellular,515,1,yes
40,-375,yes,cellular,60,5,no
72,796,no,cellular,173,2,no
43,17,yes,unknown,353,4,no
44,1071,yes,cellular,143,3,no
35,0,yes,cellular,18,5,no
46,7378,no,cellular,466,1,no
55,865,yes,cellular,85,1,no
50,-701,yes,cellular,148,1,no
23,817,yes,cellular,123,1,no
34,1387,no,cellular,121,1,no
40,0,yes,unknown,245,3,no
61,2917,no,cellular,215,1,yes
53,4541,yes,unknown,190,6,no
57,0,no,unknown,44,1,no
28,4287,no,cellular,171,1,no
25,242,yes,cellular,62,12,no
38,171,yes,unknown,172,1,no
27,259,yes,unknown,78,10,no
45,827,yes,unknown,319,5,no
31,469,no,cellular,111,1,no
39,2226,yes,unknown,158,1,no
42,0,no,cellular,82,12,no
46,477,yes,unknown,128,6,no
36,42,yes,unknown,102,4,no
30,775,yes,unknown,124,2,no
32,9,yes,cellular,334,2,no
52,2557,no,cellular,134,5,yes
31,2395,no,cellular,218,1,no
60,4895,no,unknown,313,1,no
35,376,yes,unknown,207,3,no
38,389,yes,unknown,262,1,no
46,134,no,cellular,134,2,no
45,1273,yes,unknown,197,3,no
59,0,yes,cellular,214,3,no
34,2892,yes,cellular,1165,7,no
33,0,yes,cellular,177,2,no
46,295,yes,unknown,141,6,no
48,292,yes,cellular,164,6,no
31,85,no,cellular,151,1,no
32,4,no,cellular,145,2,no
35,-587,yes,unknown,111,1,no
36,367,no,cellular,217,1,no
52,-1224,yes,cellular,253,4,no
45,959,no,unknown,74,1,no
34,0,no,cellular,263,2,no
25,-589,yes,unknown,233,1,no
26,-8,no,cellular,402,2,no
57,0,no,cellular,585,1,no
48,247,yes,unknown,145,1,no
48,5543,no,unknown,143,5,no
32,642,no,cellular,524,1,no
58,11,no,cellular,270,1,no
57,-226,yes,unknown,272,1,no
31,5191,no,cellular,187,2,no
33,-320,no,cellular,268,2,no
53,2289,yes,cellular,183,1,no
36,725,yes,cellular,123,3,no
32,705,yes,cellular,20,4,no
45,776,yes,cellular,232,4,no
35,816,yes,cellular,547,7,no
41,171,no,cellular,71,9,no
54,812,no,cellular,113,6,no
49,823,no,cellular,780,4,yes
28,1453,yes,cellular,246,1,no
24,431,yes,unknown,108,12,no
30,1009,yes,cellular,253,1,no
32,286,yes,cellular,175,1,no
53,22370,yes,unknown,106,1,no
42,2111,yes,cellular,86,2,no
48,5366,yes,unknown,248,3,no
33,181,yes,telephone,265,2,no
31,-452,yes,unknown,182,5,no
56,1770,no,cellular,916,3,no
58,0,no,cellular,506,1,no
37,-296,yes,cellular,81,1,no
59,2358,yes,cellular,30,1,no
50,1200,no,cellular,904,3,yes
39,109,yes,unknown,699,3,no
30,616,yes,cellular,19,1,no
47,4906,yes,unknown,389,1,no
44,313,no,cellular,211,4,no
38,290,yes,cellular,283,1,no
50,1240,no,cellular,474,2,no
27,3672,yes,cellular,157,2,no
73,19,no,cellular,509,2,no
46,143,yes,unknown,279,1,no
56,212,no,telephone,27,1,no
36,9,no,cellular,386,4,yes
33,3074,no,cellular,679,1,no
40,1734,yes,unknown,169,1,no
52,575,no,unknown,315,1,no
51,397,yes,cellular,293,2,no
33,640,yes,cellular,439,3,no
54,158,yes,unknown,198,1,no
44,2984,yes,unknown,770,2,no
50,1011,yes,telephone,340,2,no
45,0,yes,cellular,1472,1,yes
36,1133,yes,cellular,293,1,yes
42,4945,yes,cellular,311,2,yes
37,712,yes,cellular,291,2,no
28,-427,yes,unknown,965,2,no
56,2146,no,unknown,594,1,no
59,92,yes,cellular,139,2,no
32,10,yes,unknown,501,4,no
57,1238,yes,cellular,274,1,no
49,981,yes,telephone,10,3,no
56,575,no,unknown,18,2,no
48,-70,no,cellular,243,1,no
27,3733,yes,cellular,198,1,yes
31,574,yes,cellular,410,2,no
28,43,no,unknown,190,1,no
36,428,no,unknown,121,1,no
58,0,yes,telephone,148,1,no
46,0,yes,cellular,239,2,no
32,474,yes,cellular,90,3,no
39,-540,no,unknown,29,1,no
35,560,yes,cellular,58,1,no
31,325,yes,cellular,1139,2,yes
29,437,no,cellular,504,1,yes
48,574,no,cellular,348,1,no
60,0,no,telephone,130,3,no
74,935,no,cellular,100,1,no
30,699,yes,unknown,544,1,no
52,0,no,unknown,182,11,no
24,-220,yes,cellular,90,1,no
29,11417,yes,unknown,272,2,no
33,212,yes,cellular,260,2,no
34,67,yes,unknown,672,3,no
45,0,no,cellular,264,1,yes
31,0,no,telephone,275,2,no
45,1673,no,cellular,76,1,no
27,-1202,yes,unknown,749,2,no
30,4213,no,cellular,142,4,no
45,0,no,cellular,454,2,no
57,1521,yes,cellular,102,2,no
34,1310,no,telephone,521,3,no
40,0,yes,cellular,57,1,no
39,399,no,cellular,504,1,no
46,405,no,cellular,138,3,no
55,9756,yes,cellular,103,2,yes
25,2506,no,cellular,485,1,yes
34,697,no,cellular,166,1,no
37,403,yes,cellular,318,2,no
64,890,no,cellular,531,3,no
45,809,yes,cellular,155,2,no
57,158,yes,telephone,73,1,no
21,137,yes,unknown,198,3,no
58,2705,no,telephone,137,1,no
41,75,yes,unknown,479,9,yes
41,2457,yes,unknown,285,1,no
58,541,yes,cellular,98,1,no
33,287,yes,cellular,199,2,no
32,273,yes,cellular,97,3,no
44,0,yes,unknown,389,5,no
47,677,no,cellular,384,1,no
41,340,no,unknown,37,3,no
54,98,no,cellular,420,4,no
47,477,yes,telephone,973,1,no
32,2629,no,cellular,77,4,no
59,0,no,cellular,376,2,no
29,2325,no,cellular,125,1,yes
48,-20,no,cellular,142,2,no
32,230,yes,cellular,442,1,yes
46,-852,no,cellular,728,2,no
31,-280,no,unknown,281,3,no
53,25,no,cellular,528,2,yes
34,9851,yes,cellular,128,5,no
48,5095,yes,unknown,71,1,no
32,687,no,cellular,161,4,no
31,1368,yes,cellular,129,4,no
27,-179,yes,cellular,54,2,no
60,-396,yes,cellular,443,1,no
34,1011,yes,unknown,136,1,no
52,9,no,unknown,44,1,no
48,1159,yes,cellular,1181,9,no
45,-322,no,unknown,225,2,no
54,1114,yes,cellular,81,1,no
52,2072,no,cellular,224,1,no
47,459,yes,cellular,189,4,no
54,1157,no,cellular,98,2,no
34,8309,yes,cellular,50,1,no
39,1043,no,cellular,195,10,no
46,2098,no,cellular,110,2,no
26,461,no,cellular,214,1,no
37,61,yes,unknown,182,8,no
47,1203,yes,cellular,239,2,no
35,1067,no,cellular,179,6,no
57,0,no,unknown,540,1,no
34,1657,yes,cellular,566,2,no
47,1219,no,cellular,697,4,yes
27,7,yes,unknown,98,2,no
40,-839,yes,cellular,1018,2,yes
39,994,no,cellular,221,1,no
36,6,no,telephone,246,1,no
42,0,no,cellular,656,2,no
23,8627,yes,unknown,281,1,no
34,133,yes,unknown,65,1,no
34,247,yes,unknown,193,5,no
49,1114,no,cellular,283,1,no
57,1592,no,unknown,78,4,no
59,0,no,unknown,425,6,no
57,46,no,cellular,238,2,no
34,1221,yes,cellular,182,1,no
61,985,no,cellular,998,6,yes
35,0,yes,unknown,477,1,no
42,520,no,cellular,158,1,no
57,10,no,telephone,320,3,no
42,2157,yes,cellular,149,1,no
53,6095,yes,cellular,410,5,no
63,133,yes,cellular,104,2,no
47,1121,no,unknown,454,6,no
54,88,yes,unknown,190,1,no
45,0,no,cellular,145,10,no
28,-328,yes,telephone,318,2,no
58,610,yes,telephone,246,2,no
48,414,no,cellular,761,2,no
35,0,yes,telephone,171,1,yes
37,0,no,unknown,143,1,no
37,685,yes,unknown,968,1,no
37,22856,no,cellular,154,1,no
25,-352,no,cellular,246,1,no
58,602,yes,cellular,201,1,no
52,-588,yes,cellular,81,4,no
19,302,no,cellular,205,1,yes
59,5314,yes,cellular,200,3,no
41,64,yes,unknown,210,2,no
34,632,no,cellular,215,10,no
35,5731,yes,cellular,164,2,no
41,902,no,unknown,35,6,no
28,6307,yes,unknown,615,1,no
53,112,no,cellular,246,3,no
35,0,no,telephone,42,1,no
33,621,no,cellular,217,1,no
37,435,yes,unknown,210,1,no
32,782,yes,unknown,116,4,no
32,478,yes,unknown,200,1,no
54,7864,yes,unknown,145,4,no
44,1910,yes,unknown,41,1,no
36,1174,yes,cellular,192,2,no
56,1270,yes,cellular,80,2,no
30,18,no,unknown,121,11,no
36,141,yes,unknown,106,3,no
43,2886,no,cellular,230,1,no
40,2715,yes,unknown,125,2,no
32,1100,yes,cellular,67,1,no
34,516,yes,unknown,26,1,no
37,1,no,unknown,395,2,no
28,775,no,cellular,603,2,no
35,634,no,cellular,185,2,no
53,5715,no,cellular,287,2,no
60,1088,yes,cellular,149,1,no
40,1532,yes,cellular,173,7,no
57,75,no,cellular,118,2,no
29,103,no,unknown,314,1,no
44,134,yes,cellular,378,1,no
41,748,no,telephone,94,7,no
47,1990,yes,cellular,108,4,no
43,192,no,cellular,203,2,no
37,267,no,cellular,121,1,no
34,586,yes,unknown,489,2,no
30,648,yes,unknown,287,1,no
57,25,yes,cellular,652,1,no
26,96,yes,cellular,612,2,no
34,1116,yes,cellular,53,5,no
46,-90,no,telephone,270,1,yes
38,170,yes,cellular,442,1,yes
37,3665,no,cellular,664,3,yes
28,2380,no,cellular,394,2,no
57,179,no,unknown,230,3,no
39,763,yes,cellular,877,7,yes
49,320,no,telephone,1971,4,yes
38,1960,yes,cellular,161,2,no
27,818,yes,unknown,188,5,no
30,2678,yes,cellular,23,5,no
38,1980,no,cellular,176,2,no
36,1582,no,telephone,26,2,no
38,62,no,unknown,212,1,no
59,235,no,cellular,119,2,no
37,489,yes,cellular,205,5,no
29,3931,yes,unknown,73,4,no
43,699,yes,cellular,1258,2,yes
33,58,yes,telephone,57,2,no
54,1327,no,unknown,115,2,no
55,557,no,unknown,58,1,no
32,741,yes,cellular,238,1,no
48,3230,yes,telephone,207,3,no
33,1439,yes,cellular,178,2,no
46,120,yes,unknown,20,11,no
44,1058,no,cellular,188,3,yes
47,881,yes,cellular,143,1,no
38,6728,no,cellular,232,1,yes
80,462,no,cellular,127,2,no
40,167,yes,cellular,380,4,no
43,1574,yes,cellular,167,3,no
32,1625,no,cellular,796,1,yes
39,562,no,cellular,303,2,no
33,9305,yes,cellular,407,2,no
31,35,no,cellular,229,1,no
36,0,no,cellular,108,2,no
35,2486,yes,cellular,265,1,no
25,368,no,telephone,168,1,no
33,1558,yes,cellular,97,1,no
23,8627,yes,cellular,169,1,no
31,2590,no,cellular,103,2,no
36,0,yes,unknown,599,3,no
44,900,yes,cellular,322,2,no
31,385,yes,unknown,304,1,no
55,1649,yes,cellular,52,3,no
51,9228,no,cellular,655,4,yes
36,0,yes,cellular,101,2,no
27,1,no,cellular,65,2,no
40,771,yes,cellular,173,4,no
49,280,yes,telephone,162,3,no
59,46,no,cellular,78,2,no
32,2431,yes,cellular,646,5,yes
42,308,no,cellular,114,2,no
35,160,yes,unknown,141,6,no
29,555,yes,cellular,133,4,no
29,778,yes,unknown,1994,2,no
37,48,no,cellular,140,2,no
49,169,yes,cellular,82,3,no
51,12,yes,cellular,150,1,no
61,848,no,cellular,605,1,no
43,481,yes,telephone,164,1,no
42,12223,yes,cellular,36,1,no
24,-254,yes,unknown,290,2,no
46,1148,no,telephone,104,2,no
23,5,no,unknown,413,1,no
26,50,yes,cellular,153,1,no
43,92,yes,unknown,237,2,no
35,470,yes,cellular,743,13,yes
38,0,no,cellular,82,4,no
56,109,no,cellular,924,4,no
31,440,yes,unknown,117,3,no
32,0,no,cellular,550,4,yes
28,2685,no,unknown,5,1,no
26,-3,yes,unknown,181,5,no
49,7007,no,cellular,325,2,no
33,220,yes,unknown,345,1,no
80,1548,no,cellular,331,2,no
40,326,yes,cellular,112,1,no
42,0,yes,unknown,115,6,no
46,123,no,cellular,381,3,no
32,697,no,cellular,119,1,no
37,223,yes,unknown,25,1,no
32,1694,yes,cellular,929,1,no
53,4446,yes,unknown,429,1,no
39,894,yes,cellular,491,1,no
31,202,yes,cellular,146,1,no
34,0,no,cellular,191,2,no
44,1707,no,cellular,406,3,no
35,13658,yes,telephone,220,2,no
39,406,no,cellular,253,5,no
55,96,no,telephone,340,2,no
34,0,yes,unknown,154,1,yes
39,-276,no,cellular,121,4,no
58,413,no,cellular,104,5,no
37,655,yes,cellular,127,2,no
56,694,no,cellular,144,1,yes
32,10218,yes,cellular,149,2,no
41,1646,yes,cellular,261,1,yes
29,14,no,cellular,87,1,no
44,7635,no,cellular,719,5,no
24,9,yes,unknown,292,7,no
43,1029,yes,unknown,145,1,no
26,2855,no,cellular,52,3,no
39,260,yes,cellular,146,1,no
49,2039,yes,cellular,451,1,yes
52,-97,yes,unknown,167,4,no
33,1465,no,cellular,98,4,no
30,125,yes,unknown,238,2,no
32,930,no,cellular,85,7,no
27,0,yes,cellular,323,4,no
58,73,no,unknown,116,1,no
46,-35,yes,cellular,304,3,no
28,1351,no,cellular,267,1,no
39,1601,yes,unknown,201,2,no
41,88,yes,cellular,105,1,no
38,435,yes,unknown,193,2,no
50,717,yes,cellular,113,1,no
56,705,yes,unknown,151,2,no
34,1553,no,cellular,200,2,no
33,-131,yes,unknown,145,1,no
61,1191,no,cellular,214,4,yes
36,47,no,cellular,36,6,no
34,544,yes,cellular,58,2,no
36,688,yes,unknown,174,2,no
45,242,no,cellular,587,1,yes
27,118,no,cellular,112,1,no
45,-388,yes,cellular,175,2,no
40,1603,no,unknown,279,1,no
36,1511,yes,cellular,270,1,yes
46,147,yes,cellular,116,2,no
37,836,yes,unknown,129,2,no
36,55,yes,cellular,38,2,no
37,1123,no,unknown,138,1,no
22,691,no,cellular,338,1,yes
51,0,no,unknown,565,3,no
49,12531,no,cellular,77,8,no
35,552,yes,cellular,314,2,no
50,0,no,unknown,179,2,no
31,309,yes,unknown,294,1,no
47,33,yes,cellular,298,1,no
59,681,yes,telephone,427,2,no
32,1787,yes,cellular,87,4,no
71,14220,yes,cellular,397,1,yes
31,12569,no,cellular,344,1,yes
41,4,no,cellular,74,5,no
35,3587,yes,unknown,148,4,no
36,254,no,unknown,161,3,no
46,1712,no,unknown,110,1,no
46,4855,yes,cellular,1529,1,no
47,2408,no,cellular,236,1,no
35,252,yes,cellular,89,2,no
37,346,yes,cellular,390,1,no
56,45,no,unknown,1467,1,yes
46,556,yes,unknown,646,3,yes
44,-710,yes,cellular,183,1,no
48,-551,yes,cellular,168,2,no
28,56,yes,unknown,66,1,no
38,1514,no,cellular,160,3,no
34,178,yes,cellular,14,2,no
56,359,yes,unknown,220,4,no
55,1580,no,unknown,1007,1,yes
44,221,no,cellular,149,13,no
38,1161,yes,unknown,665,1,no
53,1278,yes,telephone,174,3,no
41,982,no,cellular,105,1,no
34,16,no,cellular,990,1,yes
34,1,no,cellular,582,1,no
35,128,yes,cellular,136,1,no
38,2543,no,cellular,223,1,yes
42,42045,no,cellular,205,2,no
56,828,yes,cellular,214,1,no
37,0,yes,cellular,217,6,no
47,3940,yes,cellular,171,2,no
29,125,yes,unknown,50,1,no
41,140,yes,unknown,65,3,no
43,593,yes,unknown,55,1,no
38,746,no,unknown,256,3,no
31,589,yes,unknown,151,1,no
32,2343,no,cellular,226,1,no
40,294,yes,cellular,97,5,no
45,644,no,telephone,92,1,no
43,-26,yes,unknown,343,1,no
27,3354,yes,cellular,493,5,no
33,23,no,cellular,216,3,no
37,7,yes,cellular,224,7,no
60,3735,no,cellular,190,1,yes
51,2094,no,cellular,458,6,yes
44,508,yes,cellular,222,1,no
48,0,yes,cellular,612,1,no
57,93,yes,telephone,137,1,no
29,0,yes,unknown,104,2,no
50,26394,no,cellular,206,4,no
36,-11,yes,cellular,172,28,no
49,523,yes,cellular,152,2,yes
49,-74,yes,cellular,114,1,no
35,0,no,cellular,89,1,no
39,122,yes,unknown,158,1,no
34,351,no,cellular,326,11,no
57,35,no,unknown,215,3,no
37,2610,yes,cellular,53,1,no
25,64,no,cellular,71,11,no
43,60,no,cellular,487,2,no
37,342,yes,cellular,340,2,no
36,1830,no,cellular,183,1,no
49,1904,no,cellular,131,2,no
38,16957,yes,telephone,208,1,no
39,26,no,unknown,311,5,no
40,0,no,cellular,147,1,yes
34,79,yes,unknown,83,1,no
39,2303,yes,unknown,775,3,yes
53,65,no,cellular,25,18,no
44,332,yes,cellular,497,5,no
32,-399,yes,unknown,180,1,no
50,-54,yes,cellular,698,2,yes
29,-102,no,unknown,134,1,no
55,4809,yes,cellular,223,2,no
73,279,no,cellular,399,3,yes
52,11,yes,unknown,420,1,no
49,2201,yes,unknown,233,3,no
63,8044,no,cellular,702,1,no
34,2374,yes,cellular,161,1,yes
32,92,yes,cellular,110,1,no
49,443,no,cellular,27,6,no
40,1397,yes,telephone,58,2,no
53,7,no,cellular,68,1,no
53,3177,no,cellular,92,2,no
43,232,no,cellular,45,1,no
35,81,yes,cellular,79,1,no
35,414,yes,cellular,11,5,no
25,1433,yes,cellular,520,1,no
31,187,no,cellular,86,1,no
48,0,no,cellular,16,16,no
40,4610,no,cellular,154,2,no
46,1429,yes,unknown,91,1,no
30,334,no,cellular,389,2,no
47,2,no,cellular,71,15,no
23,500,yes,unknown,111,3,no
29,43,yes,unknown,68,2,no
38,4030,yes,cellular,75,2,no
56,306,no,cellular,212,1,no
52,0,no,cellular,91,2,no
55,168,no,cellular,79,2,no
43,210,no,cellular,646,2,no
34,518,yes,cellular,206,1,no
43,1696,yes,cellular,257,1,yes
55,-31,no,cellular,81,2,no
34,856,yes,cellular,470,1,no
34,318,yes,unknown,133,2,no
43,64,no,unknown,230,2,no
39,800,yes,cellular,76,6,no
39,75,no,unknown,26,1,no
34,347,yes,cellular,154,2,no
55,2366,yes,cellular,94,4,no
67,701,no,cellular,254,2,yes
34,475,yes,cellular,1156,1,no
47,3285,no,cellular,248,5,no
33,925,no,cellular,884,3,no
45,128,no,cellular,275,2,no
36,1587,yes,cellular,200,2,no
59,879,yes,unknown,228,1,no
33,478,no,cellular,475,2,yes
52,280,no,cellular,393,5,no
53,1868,no,cellular,156,4,no
41,819,no,cellular,244,3,no
45,4646,yes,unknown,118,1,no
60,27,no,cellular,40,2,no
32,736,yes,unknown,700,3,no
28,224,yes,cellular,97,3,no
31,2544,no,cellular,252,1,yes
53,427,no,cellular,360,4,no
58,2764,no,cellular,235,1,no
38,376,yes,unknown,1521,1,no
46,523,yes,cellular,105,4,no
53,71,no,cellular,86,1,no
56,3948,no,cellular,484,1,no
52,1810,no,telephone,117,1,no
38,994,no,unknown,119,1,no
37,52,yes,unknown,359,1,no
37,11,no,telephone,109,8,no
37,0,no,unknown,236,1,no
66,747,no,telephone,203,3,no
44,2657,yes,unknown,202,2,no
61,313,no,unknown,42,1,no
34,61,no,unknown,21,1,no
33,2557,yes,cellular,186,1,no
30,0,yes,cellular,172,1,no
27,10,yes,cellular,527,1,no
37,658,yes,telephone,175,1,no
38,1679,yes,unknown,21,18,no
35,0,no,cellular,370,4,no
50,841,yes,unknown,54,2,no
39,0,yes,cellular,63,3,no
35,1160,yes,unknown,116,3,no
36,-37,yes,unknown,151,1,no
28,94,yes,cellular,300,1,no
39,585,yes,cellular,48,1,no
39,235,no,unknown,217,1,no
30,2145,yes,cellular,727,2,yes
32,1464,yes,unknown,193,1,no
28,232,yes,cellular,72,1,no
47,187,yes,unknown,165,1,no
53,12,no,cellular,345,10,no
57,318,yes,unknown,206,2,no
47,405,no,cellular,994,2,yes
56,334,yes,unknown,127,2,no
38,0,yes,unknown,29,32,no
52,2,no,unknown,70,3,no
46,966,yes,cellular,40,2,no
57,195,no,telephone,185,4,no
42,0,no,cellular,64,2,no
57,0,no,unknown,97,1,no
51,260,no,cellular,316,5,no
53,451,yes,cellular,125,1,no
37,3242,yes,unknown,233,1,no
47,8515,yes,unknown,14,7,no
48,1808,yes,cellular,245,1,yes
39,20,yes,unknown,109,1,no
42,3068,yes,cellular,429,2,no
36,23,no,cellular,133,11,no
34,1076,no,cellular,70,2,no
61,1060,yes,unknown,118,1,no
32,678,yes,cellular,1579,1,yes
35,1147,yes,telephone,29,1,no
54,-630,no,unknown,173,1,no
31,459,no,cellular,13,14,no
45,976,yes,cellular,183,1,no
32,357,yes,cellular,175,2,no
52,-9,no,unknown,123,1,no
36,1927,yes,cellular,288,1,no
31,500,yes,unknown,19,18,no
53,9146,no,cellular,136,4,no
43,59,no,unknown,437,2,no
47,0,no,cellular,1225,2,no
46,328,yes,unknown,526,8,no
34,291,no,cellular,91,2,no
55,-703,yes,cellular,123,3,no
23,589,yes,cellular,62,1,no
75,6053,no,cellular,865,2,no
58,1142,no,telephone,82,3,no
35,725,yes,cellular,219,7,no
27,802,no,cellular,569,1,yes
24,556,yes,cellular,460,2,yes
48,191,yes,cellular,238,3,no
31,373,no,cellular,346,5,no
57,6164,no,cellular,161,2,no
53,37,no,cellular,51,9,no
42,1156,yes,telephone,37,1,no
50,806,yes,cellular,141,8,no
59,2381,no,cellular,173,2,no
38,-314,yes,unknown,66,2,no
39,285,yes,unknown,209,1,no
28,1199,yes,cellular,1011,20,no
55,481,yes,telephone,147,2,no
33,137,no,cellular,88,4,no
36,168,yes,telephone,52,1,no
38,156,yes,unknown,544,3,no
28,4745,no,telephone,360,1,yes
32,11797,yes,cellular,95,2,no
35,786,no,cellular,322,1,no
58,4015,no,unknown,106,3,no
30,0,yes,unknown,20,1,no
33,331,yes,cellular,178,7,no
36,1554,yes,unknown,325,4,no
32,132,yes,unknown,343,2,no
34,5086,no,cellular,213,4,yes
42,529,yes,cellular,193,3,no
41,4824,no,cellular,168,7,no
63,474,no,cellular,423,1,yes
38,86,yes,unknown,218,1,no
54,2281,yes,unknown,158,1,no
39,186,yes,cellular,433,1,no
46,137,no,unknown,252,3,no
37,6968,no,cellular,175,1,no
76,86,no,cellular,192,1,no
28,81,no,cellular,158,1,no
33,6904,no,telephone,114,2,no
46,137,yes,unknown,246,1,no
30,25,no,telephone,44,1,no
60,759,no,cellular,136,2,no
56,1922,yes,cellular,247,2,no
24,3298,yes,unknown,227,1,no
58,764,no,cellular,219,4,no
79,8556,no,telephone,326,2,yes
32,3514,yes,unknown,226,2,no
33,0,yes,cellular,351,2,no
77,680,no,telephone,341,4,no
60,0,no,telephone,124,1,no
54,2819,no,cellular,123,3,no
30,-518,yes,unknown,244,6,no
50,60,no,cellular,151,8,no
50,732,no,cellular,736,7,no
37,2707,yes,telephone,109,1,no
41,177,yes,telephone,117,2,no
49,13229,no,telephone,77,2,no
41,-204,yes,unknown,42,1,no
40,990,yes,cellular,252,3,no
38,648,yes,unknown,179,1,no
34,50,no,cellular,106,3,no
49,1916,no,telephone,281,3,no
72,763,no,cellular,384,2,yes
34,470,yes,cellular,217,1,no
31,0,no,cellular,144,4,no
33,5739,yes,cellular,374,1,no
31,0,no,unknown,298,1,no
55,-375,no,cellular,814,2,yes
25,157,yes,cellular,33,31,no
34,1518,yes,cellular,128,2,no
53,1343,no,cellular,129,4,no
39,-401,yes,cellular,274,4,no
41,5310,yes,cellular,984,1,yes
32,2285,yes,unknown,413,2,no
29,22171,yes,cellular,44,1,no
56,856,yes,cellular,70,4,no
19,1169,no,cellular,463,18,no
39,3797,no,cellular,96,2,no
32,53,yes,cellular,276,1,no
43,2519,yes,cellular,257,2,no
32,795,no,cellular,131,3,no
53,0,yes,cellular,586,2,no
52,2087,yes,cellular,267,1,yes
43,34,no,telephone,29,1,no
48,5,no,unknown,65,6,no
27,15,yes,cellular,67,3,no
27,390,no,cellular,190,1,no
51,712,no,cellular,287,2,no
39,2600,yes,unknown,77,1,no
33,-241,yes,unknown,169,1,no
50,1545,yes,cellular,25,1,no
59,1026,no,unknown,669,1,yes
58,435,yes,telephone,122,6,no
54,876,no,cellular,269,3,yes
60,1801,no,telephone,167,1,no
38,2278,yes,cellular,244,1,no
39,157,yes,unknown,99,6,no
40,1327,yes,unknown,76,2,no
55,284,no,telephone,252,4,no
36,495,no,cellular,213,3,yes
31,1588,yes,unknown,14,1,no
38,0,yes,telephone,121,2,no
52,428,yes,unknown,153,1,no
45,542,no,cellular,8,5,no
32,66,no,cellular,244,1,no
58,314,no,unknown,67,2,no
35,24,yes,cellular,169,1,no
36,613,no,cellular,86,2,no
55,1467,no,cellular,277,2,no
45,192,yes,cellular,154,5,no
49,321,no,unknown,135,3,no
44,788,yes,cellular,392,1,no
37,48,yes,unknown,133,2,no
35,262,no,cellular,96,2,no
